Manufacturer,Model,Part Number,Comments,Interfaces,Console Ports,Power Ports,Device Bays
Eaton,9PXEBM72RT2U,9PXEBM72RT2U,Eaton 9PX EBM 2U 72V Sealed Lead Acid VRLA 9PXEBM72RT2U [Manual](https://www.eaton.com/content/dam/eaton/products/backup-power-ups-surge-it-power-distribution/backup-power-ups/eaton-9px-ups/eaton-9px-1-3kva-ups-manual.pdf),"Battery connector, left, Battery detection, left, Battery connector, right, Battery detection, right",,UPS Input,
Eaton,5PX3000IRT2U,5PX3000IRT2U,"Eaton 5PX UPS, 3000 VA, 2700 W, Input: C20, Outputs: (8) C13, (1) C19, Rack/tower, 2U [Product Page](https://www.eaton.com/sg/en-us/skuPage.5PX3000IRT2U.html)",eth0,,Input Power,
Eaton,Tripp Lite SMART2200CRMXL,037332142368,Battery-backed power supply feeding 8 Nema-5-20R receptables,,"COM 1, COM 2",Primary,
Eaton,Tripp Lite PDUMH20HVAT,037332156488,,,RS232,"Primary, Secondary",
Eaton,5PX2200IRT,920-7374-00P,"Eaton 5PX UPS, 2200 VA, 1980 W, Input C20, Outputs 8 C13, 1 C19, Rack/tower 2U [Product Page](https://www.eaton.com/us/en-us/skuPage.5PX2200IRT.html)",,"USB, RS232",Input Power,
Eaton,9PX 3000i RT 2U,9PX3000iRT2U,9PX 1-3kVA Series [Manual](https://www.eaton.com/content/dam/eaton/products/backup-power-ups-surge-it-power-distribution/backup-power-ups/eaton-9px-ups/eaton-9px-1-3kva-ups-manual.pdf),"Battery connector, Battery detection","Serial, USB Console",Mains Utility,
Eaton,Tripp-Lite PDU1415,037332122247,15 foot power input cord,,,Primary,
Eaton,ESWB22,ESWB22,"Eaton Switched Rack PDU, ZeroU, 3,84 kW, 200-240V, (20) C13 & (4) C19",Network,"Serial or EMP, Daisy Chain, USB management",Power Port 1,
Eaton,Tripp Lite B072-032-IP2,037332177261,"[Datasheet](https://assets.tripplite.com/product-pdfs/en/b072032ip2.pdf)

The KVM features two RJ45 LAN ports for connecting to 10/100 Mbps networks. If LAN 1 goes down, LAN 2 takes over. When LAN 1 becomes operational again, the KVM will need to be rebooted to make it the default LAN port again. Note: Only one LAN port can be turned on at a time; they cannot both be turned on. If you don't wish to use network redundancy, connect a single network cable to LAN 2 Port.","LAN 1, LAN 2",,"1, 2",
Eaton,Tripp Lite PDUMH15NET,037332157690,15A 120V Switched Power Distribution Unit / PDU with built-in web/network interface (WEBCARDLX). [Manual](https://tripplite.eaton.com/support/owners-manual/894513),Mgmt,"RS232, Config, Sensor",Primary,
Eaton,Tripp-Lite ISOBAR12ULTRA,ISOBAR12ULTRA,[Datasheet](https://assets.tripplite.com/product-pdfs/en/isobar12ultra.pdf),,,Primary,
Eaton,Tripp-Lite PDU1220T,037332119148,15 foot power input cord,,,Primary,
Eaton,PW103BA1U405,PW103BA1U405,"Rack PDU, Basic, 1U, 3.33kW, 208V, (16) C13.  Bank J1 is on front. Banks J2-4 are on back.",,,Power Port 1,
Eaton,Tripp Lite PDUMNH15AT1,037332261397,Same as AT model but includes network card module in accessory slot,,RS232,"Primary, Secondary",
Eaton,Tripp-Lite PDUMV15-24,037332182852,"Metered with amp display, 15 foot power input cord, 24 inch PDU length",,,Primary,
Eaton,Tripp Lite ULTRABLOK,037332010476,,,,Plug,
Eaton,9PX6K,,9PX6K 6kVA 208V Tower/Rack Mountable UPS,eth0,"Serial, USB management, Mgmt Card Debug - ""AUX""",L630R,
Eaton,Tripp-Lite PDUMH15-ISO,037332183248,"Metered with amp display, with surge suppression, 15 foot power input cord",,,Primary,
Eaton,Tripp Lite PDUMH15ATS,037332126658,Same as AT model but without accessory slot module bay,,RS232,"Primary, Secondary",
Eaton,EMA107-10,743172069184,"Rack PDU, Metered, ZeroU, 5.76kW, 208V, (20) C13 & (4) C19",Network,"Serial, Daisy Chain, USB management",Power Port 1,
Eaton,Tripp-Lite PDU1215,037332116727,15 foot power input cord,,,Primary,
Eaton,Tripp-Lite PDU1220T6,037332255761,6 foot power input cord,,,Primary,
Legrand,J06B0B,786776043884,Rack Mount 120V/15A/6 rear O/L /lighted switch/6' cord,,,Input Power,
Zonit,uATS1-HV-C14-2,UATS1-HV-C14-2,"Z-ATS Micro Auto Transfer Switch, High Voltage, Integrated C13 Output with 2 ft. C14 Input cords",,,"Input A, Input B",
Factor-TS,Dionis DPS-3010-RM-6E-4S,RM-6E-4S,,"ethernet 0, ethernet 1, ethernet 2, ethernet 3, ethernet 4, ethernet 5, ethernet 6, ethernet 7, ethernet 8, ethernet 9",,PSU0,
Factor-TS,Dionis DPS-2004,RM-4E,,"ethernet 0, ethernet 1, ethernet 2, ethernet 3",,PSU0,
Ruckus,ICX 7150-C12P-2x10GR,ICX7150-C12P-2x10GR,,"mgmt1, 1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, 1/2/1, 1/2/2, 1/3/1, 1/3/2","con0, con1",psu0,
Ruckus,R650,901-R650-XX00,[Ruckus R650 Datasheet](https://www.commscope.com/product-type/enterprise-networking/wireless-access-points/indoor/r650/),"Port 1, Port 2, WiFi",USB,DC,
Ruckus,ICX 7150-48P-4x10G,ICX-7150-48P-4x10G,,"mgmt1, 1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, 1/1/13, 1/1/14, 1/1/15, 1/1/16, 1/1/17, 1/1/18, 1/1/19, 1/1/20, 1/1/21, 1/1/22, 1/1/23, 1/1/24, 1/1/25, 1/1/26, 1/1/27, 1/1/28, 1/1/29, 1/1/30, 1/1/31, 1/1/32, 1/1/33, 1/1/34, 1/1/35, 1/1/36, 1/1/37, 1/1/38, 1/1/39, 1/1/40, 1/1/41, 1/1/42, 1/1/43, 1/1/44, 1/1/45, 1/1/46, 1/1/47, 1/1/48, 1/2/1, 1/2/2, 1/3/1, 1/3/2, 1/3/3, 1/3/4","con0, con1",psu0,
Ruckus,R760,901-R760-XX00,[Ruckus R760 Datasheet](https://www.commscope.com/product-type/enterprise-networking/wireless-access-points/indoor/r760/),"Port 1, Port 2, WiFi",USB,DC,
Ruckus,R350,901-R350-XX02,[Ruckus R350 Datasheet](https://www.commscope.com/product-type/enterprise-networking/wireless-access-points/indoor/r350/),"Port 1, WiFi",USB,DC,
Ruckus,ICX 7150-48ZP-8x10G,ICX7150-48ZP-8x10G,,"mgmt1, 1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, 1/1/13, 1/1/14, 1/1/15, 1/1/16, 1/1/17, 1/1/18, 1/1/19, 1/1/20, 1/1/21, 1/1/22, 1/1/23, 1/1/24, 1/1/25, 1/1/26, 1/1/27, 1/1/28, 1/1/29, 1/1/30, 1/1/31, 1/1/32, 1/1/33, 1/1/34, 1/1/35, 1/1/36, 1/1/37, 1/1/38, 1/1/39, 1/1/40, 1/1/41, 1/1/42, 1/1/43, 1/1/44, 1/1/45, 1/1/46, 1/1/47, 1/1/48, 1/2/1, 1/2/2, 1/2/3, 1/2/4, 1/2/5, 1/2/6, 1/2/7, 1/2/8","con0, con1","psu0, psu1",
Ruckus,R750,901-R750-XX00,[Ruckus R750 Datasheet](https://www.commscope.com/product-type/enterprise-networking/wireless-access-points/indoor/r750/),"Port 1, Port 2, WiFi",USB,DC,
Ruckus,ICX 7150-24-2x10G,ICX7150-24-2x10G,,"mgmt1, 1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, 1/1/13, 1/1/14, 1/1/15, 1/1/16, 1/1/17, 1/1/18, 1/1/19, 1/1/20, 1/1/21, 1/1/22, 1/1/23, 1/1/24, 1/2/1, 1/2/2, 1/3/1, 1/3/2, 1/3/3, 1/3/4","con0, con1",psu0,
Ruckus,ICX 7150-48PF-2x10G,ICX7150-48PF-2x10G,,"mgmt1, 1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, 1/1/13, 1/1/14, 1/1/15, 1/1/16, 1/1/17, 1/1/18, 1/1/19, 1/1/20, 1/1/21, 1/1/22, 1/1/23, 1/1/24, 1/1/25, 1/1/26, 1/1/27, 1/1/28, 1/1/29, 1/1/30, 1/1/31, 1/1/32, 1/1/33, 1/1/34, 1/1/35, 1/1/36, 1/1/37, 1/1/38, 1/1/39, 1/1/40, 1/1/41, 1/1/42, 1/1/43, 1/1/44, 1/1/45, 1/1/46, 1/1/47, 1/1/48, 1/2/1, 1/2/2, 1/3/1, 1/3/2, 1/3/3, 1/3/4","con0, con1",psu0,
Inspur,NF8260M6,NF8260M6,[Inspur NF8260M6 Technical Specifications](https://en.inspur.com/en/servers/rack_servers/2545986/index.html),BMC,"BMC Debug Serial Port, System Serial Port",,
Inspur,NF5180M6,NF5180M6,[Inspur NF5180M6 Technical Specifications](https://en.inspur.com/en/servers/rack_servers/2552517/index.html),"LAN0, LAN1, BMC",BMC/System Serial,,
DataDirect Networks,SFA200NVX2 Controller,CTLR-200NVX2E,Controller for SFA200NVX2,"BMC, Mgmt 0, Mgmt 1, RP0 Port0, RP0 Port1",Console,,
DataDirect Networks,SFA200NVX2 Enclosure,ENC-200NVX2,24bay Enclosure for SFA200NVX2 or SFA400NVX2,,,,"Controller 0, Controller 1"
Teltonika,RUTX09,RUTX09,[RUTX09 Specs](https://teltonika-networks.com/cdn/products/2023/01/63b7f7745a32a6-87050095/rutx09-datasheet-v12.pdf),"lan1, lan2, lan3, mob1s1a1, mob1s2a1, wan, gnss_0",USB_1,PS0,
Teltonika,RUT955,RUT955,[RUT955 Specs](https://teltonika-networks.com/cdn/products/2022/12/639ae8e7c85821-60458654/rut955-datasheet-v13.pdf),"lan1, lan2, lan3, mob1s1a1, mob1s2a1, wan, gnss_0, Wifi_2.4, Wifi_5","USB_1, Sensor_1, Sensor_2",PS0,
Teltonika,TRB500,TRB500,[TRB500 Specs](https://teltonika-networks.com/cdn/products/2023/01/63b7fe75556997-52780239/datasheet/trb500-datasheet-2023-v16.pdf),"lan, mob1s1a1",,PS0,
Teltonika,RUT240,RUT240,[RUT240 Specs](https://teltonika-networks.com/cdn/products/2023/01/63b7fa83cae9a8-88547107/rut240-datasheet-v12.pdf),"lan, mob1s1a1, wan",,PS0,
Server Technology,PRO3X-C3WG36RL-DQJE2NT2,PRO3X-C3WG36RL-DQJE2NT2,"PRO3 Switched, Per-Outlet & Per-Inlet Power Sensing, 60A, 208V, (18) C13 & (18) Cx/C19/C13","eth1, eth2","console/modem, usb-a",Power Port 1,
Server Technology,C2WG24SN-4PJN5D (Primary),C2WG24SN-4PJN5D,"PRO2 Switched, Per-Outlet Power Sensing, Primary, 32A, 230V/400V, (18) C13 & (6) Cx/C19/C13",net,"ser, th1, th2",Power Port 1,
Server Technology,C1W08HC-0ABA2BAC,C1W08HC-0ABA2BAC,"PRO1 Switched, Per-Inlet Power Sensing, Primary, 16A, 120-240V, (8) C13,
Dimensions: 45 x 437 x 178 mm (1.75 x 17.2 x 7.0"")
",net,"ser, th1, th2",Power Port 1,
Server Technology,C2XG24SN-YCLN5D6 (Link),C2XG24SN-YCLN5D6,"PRO2 Switched, Per-Outlet Power Sensing, Link, 30A, 208V, (18) C13 & (6) Cx/C19/C13",,"link, th1, th2",Power Port 1,
Server Technology,C2XG24SN-4PJN5D (Link),C2XG24SN-4PJN5D,"PRO2 Switched, Per-Outlet Power Sensing, Link, 32A, 230V/400V, (18) C13 & (6) Cx/C19/C13",,"link, th1, th2",Power Port 1,
Server Technology,C2WG24SN-YCLN5D6 (Primary),C2WG24SN-YCLN5D6,"PRO2 Switched, Per-Outlet Power Sensing, Primary, 30A, 208V, (18) C13 & (6) Cx/C19/C13",net,"ser, th1, th2",Power Port 1,
SNOM,M700,M700,[SNOM M700 Datasheet](https://service.snom.com/download/attachments/234332150/UM_M700_M300_Admin_Guide_de.pdf),"LAN, DECT",,,
Zyxel,GS1920-24,GS1920-24,,"Gig-E 1, Gig-E 2, Gig-E 3, Gig-E 4, Gig-E 5, Gig-E 6, Gig-E 7, Gig-E 8, Gig-E 9, Gig-E 10, Gig-E 11, Gig-E 12, Gig-E 13, Gig-E 14, Gig-E 15, Gig-E 16, Gig-E 17, Gig-E 18, Gig-E 19, Gig-E 20, Gig-E 21, Gig-E 22, Gig-E 23, Gig-E 24, Gig-E/SFP 25, Gig-E/SFP 26, Gig-E/SFP 27, Gig-E/SFP 28",,Power Port 1,
Zyxel,ES1100-8P,ES1100-8P,[Zyxel ES1100-8P 8-Port 10/100 POE Switch](https://www.zyxelguard.com/ES1100-8P.asp),"1, 2, 3, 4, 5, 6, 7, 8",,PS,
Zyxel,GS1920-48v2,GS1920-48v2,[Zyxel GS1920-48v2 48-port GbE Smart Managed Switch](https://www.zyxel.com/global/en/products/switch/8-24-48-port-gbe-smart-managed-switch-gs1920-series),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50",,PS,
Zyxel,P-660HNU-T1,P-660HNU-T1,[P-660HNU-T1 series specs](https://prodotti.zyxel.it/DATASHEET/ZYXPRE660HNU.pdf),"Port 1, Port 2, Port 3, Port 4, USB, DSL, wlan0",,Power,
Zyxel,GS1900-24,GS1900-24E,[Zyxel GS1900-24E 24-port GbE Smart Managed Switch with GbE Uplink](https://www.zyxelguard.com/GS1900-24.asp),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26",,PS,
Zyxel,XGS1930-52HP,XGS1930-52HP,[XGS1930 series specs](https://www.zyxel.com/products_services/24-48-port-GbE-Smart-Managed-Switch-with-4-SFP--Uplink-XGS1930-Series/specifications),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, mgmt",,PS,
Zyxel,GS1100-16,GS1100-16,[Zyxel GS1100-16 16-Port Desktop GbE Switch](https://www.zyxelguard.com/datasheets/GS1100-8HP_1.pdf),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",,PS,
Zyxel,GS-108B-v3,GS-108B-v3,[Zyxel GS-108B v3 8-Port Desktop Gigabit Ethernet Switch](https://www.zyxel.com/de/de/products/switch/8-port-desktop-gigabit-ethernet-switch-gs-108b-v3),"1, 2, 3, 4, 5, 6, 7, 8",,PS,
Zyxel,WAC6503D-S,WAC6503D-S,[802.11ac Dual Radio Smart Antenna 3x3 Access Point](https://www.zyxelguard.com/WAC6503D-S.asp),"Uplink, LAN1",Console,12V DC,
Zyxel,GS1920-24v2,GS1920-24v2,[Zyxel GS1920-24v2 24-port GbE Smart Managed PoE Switch](https://www.zyxel.com/global/en/products/switch/8-24-48-port-gbe-smart-managed-switch-gs1920-series),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28",,PS,
Zyxel,XGS1930-52,XGS1930-52,[XGS1930 series specs](https://www.zyxel.com/products_services/24-48-port-GbE-Smart-Managed-Switch-with-4-SFP--Uplink-XGS1930-Series/specifications),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, mgmt",,PS,
Zyxel,GS1900-16,GS1900-16,[Zyxel GS1900-16 16-port GbE Smart Managed Switch with GbE Uplink](https://www.zyxelguard.com/GS1900-16.asp),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",,PS,
Zyxel,XGS1930-28HP,XGS1930-28HP,[XGS1930 series specs](https://www.zyxel.com/products_services/24-48-port-GbE-Smart-Managed-Switch-with-4-SFP--Uplink-XGS1930-Series/specifications),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, mgmt",,PS,
Zyxel,GS1900-24E,GS1900-24E,[Zyxel GS1900-24E 24-port GbE Smart Managed Switch with GbE Uplink](https://www.zyxelguard.com/GS1900-24E.asp),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",,PS,
Zyxel,GS1900-10HP,GS1900-10HP,[Zyxel GS1900-10HP 8-port GbE Smart Managed PoE Switch with GbE Uplink](https://www.zyxelguard.com/GS1900-10HP.asp),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",,PS,
Zyxel,VMG1312-B10A,402444,[VMG1312-B series specs](https://service-provider.zyxel.com/global/en/products/dsl-cpe/vdsl/modemresidential-gateways/vmg1312-b-series),"DSL, LAN1, LAN2, LAN3, LAN4, WiFi",,Power,
Zyxel,VMG3006-D70A,,,"DSL, LAN1, LAN2, LAN3, LAN4, WiFi",,Power,
Zyxel,XGS1250-12,,[Specification](https://www.zyxel.com/global/en/products/switch/12-port-web-managed-multi-gigabit-switch-includes-3-port-10g-and-1-port-10g-sfp-xgs1250-12/specifications),"GigabitEthernet/1, GigabitEthernet/2, GigabitEthernet/3, GigabitEthernet/4, GigabitEthernet/5, GigabitEthernet/6, GigabitEthernet/7, GigabitEthernet/8, TenGigabitEthernet/9, TenGigabitEthernet/10, TenGigabitEthernet/11, TenGigabitSfpPlus/12",,PS,
Zyxel,USG 310,USG310-EU0102F,[USG 310 specs](https://www.zyxelguard.com/USG310.asp),"1, 2, 3, 4, 5, 6, 7, 8",Console,PS,
Zyxel,GS-105B-v3,GS-105B-v3,[Zyxel GS-105B v3 5-Port Desktop Gigabit Ethernet Switch](https://www.zyxel.com/de/de/products/switch/5-port-desktop-gigabit-ethernet-switch-gs-105b-v3#),"1, 2, 3, 4, 5",,PS,
Zyxel,FMG3005-R20A,FMG3005-R20A,"[FMG3005-R20A series specs](https://service-provider.zyxel.com/global/en/products/fiber-oltsonts/active-fiber/sfus/fmg3005-r20a) factory default settings (LAN IP address 192.168.1.1, user name2admin and password 1234)","PON, LAN",,Power,
Zyxel,WAX610D,WAX610D,[802.11ax (WiFi 6) Dual-Radio Unified Pro Access Point](https://www.zyxelguard.com/WAX610D.asp),"Uplink, LAN1",,12V DC,
Zyxel,XGS1930-28,XGS1930-28,[XGS1930 series specs](https://www.zyxel.com/products_services/24-48-port-GbE-Smart-Managed-Switch-with-4-SFP--Uplink-XGS1930-Series/specifications),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, mgmt",,PS,
Zyxel,USG FLEX 700,,[Zyxel USG FLEX 700 Firewall](https://www.zyxel.com/global/en/products/next-gen-firewall/usg-flex-firewall-usg-flex-700/license-and-spec),"P1, P2, P3, P4, P5, P6, P7, P8, P9, P10, P11, P12, P13, P14",Console port,POWER,
Zyxel,GS1900-48,GS1900-48,[Zyxel GS1900-48 48-port GbE Smart Managed Switch with GbE Uplink](https://www.zyxelguard.com/GS1900-48.asp),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50",,PS,
Zyxel,USG FLEX 200,,[Zyxel USG FLEX 200 Firewall](https://www.zyxel.com/global/en/products/next-gen-firewall/usg-flex-firewall-usg-flex-200/license-and-spec),"P1, P2, P3, P4, P5, P6, P7",Console port,POWER,
Zyxel,GS2210-8,GS2210-8,[Zyxel GS2210-8 8-port GbE Smart Managed Switch with GbE Uplink](https://www.zyxelguard.com/GS2210-8.asp),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",,PS,
Zyxel,GS1900-8HP,GS1900-8HP,[Zyxel GS1900-8HP 8-port GbE Smart Managed PoE Switch](https://www.zyxelguard.com/GS1900-8HP.asp),"1, 2, 3, 4, 5, 6, 7, 8",,PS,
Zyxel,GS1920-24HPv2,GS1920-24HPv2,[Zyxel GS1920-24HPv2 24-port GbE Smart Managed PoE Switch](https://www.zyxel.com/global/en/products/switch/8-24-48-port-gbe-smart-managed-switch-gs1920-series),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28",,PS,
Zyxel,GS1920-48HPv2,GS1920-48HPv2,[Zyxel GS1920-48HPv2 48-port GbE Smart Managed Switch](https://www.zyxel.com/global/en/products/switch/8-24-48-port-gbe-smart-managed-switch-gs1920-series),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50",,PS,
Zyxel,PMG1005-T20B,PMG1005-T20B,"[PMG1005-T20B series specs](https://service-provider.zyxel.com/global/en/products/fiber-oltsonts/gpon/sfus/pmg1005-series) factory default settings (LAN IP address 192.168.1.1, user name2admin and password 1234)","PON, LAN",,Power,
Zyxel,ES-1024B,,[Zyxel ES-1024B 24-port Unmanaged Rackmount Ethernet Switch](https://www.zyxelguard.com/datasheets/Switches/ES-1024B.pdf),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",,PS,
PC Engines,APU4,apu4,"Dimensions: 168 x 157 x 30 mm (6.61 x 6.18 x 1.18"")
","igb0, igb1, igb2, igb3",ttyS0,Input,
PC Engines,APU2,apu2,"Dimensions: 168 x 157 x 30 mm (6.61 x 6.18 x 1.18"")
","igb0, igb1, igb2",ttyS0,Input,
